image_path,font
nobilitas_triumphus_concordia_b5baea30.jpg,aureus
flamma_arbor_meritum_d9c70773.jpg,aureus
levis_sol_regnum_8f8c94d9.jpg,aureus
aer_victoria_formosus_5037e1c6.jpg,aureus
nix_levis_imperium_3658bf8c.jpg,aureus
verus_victoria_pulcher_702bf578.jpg,aureus
ars_natura_cantus_a20f54bf.jpg,aureus
oratio_dignitas_fides_309bb637.jpg,aureus
ignis_voluptas_altus_4b686212.jpg,aureus
caligo_labor_anima_ba510fe2.jpg,aureus
figura_cantus_veritas_418dcfe3.jpg,aureus
libertas_ordo_ignis_521c5aa4.jpg,aureus
clarus_imber_sapientia_fca5a321.jpg,aureus
color_pulcher_regnum_5161609d.jpg,aureus
virtus_formosus_constantia_4f66dc25.jpg,aureus
pluvia_regnum_altus_15bdad9f.jpg,aureus
verbum_fortuna_imber_76bba6ca.jpg,aureus
clarus_claritas_iustitia_1f3141d9.jpg,aureus
flos_statera_fides_b3c98ba4.jpg,aureus
ratio_gravis_celeritas_3351695a.jpg,aureus
fortis_clarus_verus_27cc81ae.jpg,aureus
oratio_virtus_clarus_301669a5.jpg,aureus
pulcher_virtus_tempus_4b3e44d4.jpg,aureus
fortitudo_caligo_corpus_2c2cd9aa.jpg,aureus
nobilitas_verbum_claritas_df0c3212.jpg,aureus
gravis_veritas_figura_cb204cf0.jpg,aureus
libertas_luna_sapientia_37829fb5.jpg,aureus
salus_prudentia_labor_edf133fb.jpg,aureus
nix_meritum_pulcher_bd4feda3.jpg,aureus
ignobilis_claritas_furor_e83ee0b5.jpg,aureus
bellum_prudentia_fortuna_b4fa94c0.jpg,aureus
flamma_gravis_mors_6e962d1c.jpg,aureus
tempestas_furor_virtus_ba434ffc.jpg,aureus
gemma_terra_labor_468b3dd4.jpg,aureus
salus_amicitia_vigor_b49ae6ce.jpg,aureus
arbor_labor_corpus_9e4e719f.jpg,aureus
libertas_ignis_nobilitas_5b0aac53.jpg,aureus
color_clarus_arbor_be39b0e0.jpg,aureus
nubes_fulgor_scientia_6dabb7ee.jpg,aureus
claritas_fortis_concordia_965533dd.jpg,aureus
spes_stella_audacia_80de2b51.jpg,aureus
triumphus_furor_caelum_bbae3002.jpg,aureus
sonus_fulgor_constantia_6eadf28b.jpg,aureus
oratio_fortis_decorus_bb96b16b.jpg,aureus
anima_caligo_fama_2941e0aa.jpg,aureus
fortuna_fortitudo_cor_47205ca5.jpg,aureus
cantus_aura_terra_a8f6cff3.jpg,aureus
honestas_memoria_amicitia_a869107e.jpg,aureus
imago_vigor_arbor_1bebd367.jpg,aureus
fulgor_tempus_gravis_e696b994.jpg,aureus
altus_sensus_furor_10387dbb.jpg,aureus
sapientia_imago_decorus_ab835e45.jpg,aureus
verus_voluptas_clarus_525f510b.jpg,aureus
veritas_nubes_ars_b3b340a6.jpg,aureus
figura_benignus_fortuna_ad3bfe13.jpg,aureus
formosus_mens_pluvia_a546ce44.jpg,aureus
terra_victoria_sol_93fc0480.jpg,aureus
spiritus_constantia_ignis_1cb97214.jpg,aureus
prudentia_ars_ventus_bca37cb6.jpg,aureus
pulcher_gemma_anima_ce42b59b.jpg,aureus
caelum_lex_fulgor_38001ede.jpg,aureus
formosus_scientia_constantia_063efed8.jpg,aureus
luna_nubes_verbum_a89d9055.jpg,aureus
gloria_veritas_voluptas_087521b3.jpg,aureus
triumphus_furor_lex_e7961c8e.jpg,aureus
corpus_fulgor_ignobilis_d2e57a6c.jpg,aureus
voluptas_fortitudo_vigor_9844d4a3.jpg,aureus
virtus_victoria_imago_7c8b04c6.jpg,aureus
flamma_honestas_clarus_950c4b8d.jpg,aureus
mors_aqua_ignis_9f56669d.jpg,aureus
fortitudo_audacia_amicitia_7f8e8e67.jpg,aureus
meritum_ars_fortuna_e8a73cd9.jpg,aureus
vita_gemma_formosus_91dbcafc.jpg,aureus
gloria_ratio_levis_a11578b6.jpg,aureus
lux_formosus_benignus_2e8ba925.jpg,aureus
color_dexteritas_audacia_6882534e.jpg,aureus
levis_vita_statera_73abf876.jpg,aureus
fortuna_mens_serenus_a50e62fc.jpg,aureus
ignis_gravis_chorus_9386c767.jpg,aureus
probitas_mens_benignus_b23e1c10.jpg,aureus
imber_sapientia_spiritus_cf1df69d.jpg,aureus
sonus_fortuna_fulgor_07169025.jpg,aureus
voluntas_triumphus_meritum_cf1b424e.jpg,aureus
ars_virtus_iustitia_2e0b0996.jpg,aureus
lex_anima_regnum_5284f408.jpg,aureus
ars_gravis_statera_a8db4815.jpg,aureus
dexteritas_figura_altus_5f0330b6.jpg,aureus
flamma_flos_victoria_697419e1.jpg,aureus
prudentia_cor_voluptas_0fc243cf.jpg,aureus
decorus_vita_natura_17888c9b.jpg,aureus
mens_natura_sonus_7d2553df.jpg,aureus
levis_dexteritas_anima_8493d6c2.jpg,aureus
furor_amor_figura_9d4484c2.jpg,aureus
dexteritas_mens_libertas_5f55f4c0.jpg,aureus
lux_color_tempus_a297f33b.jpg,aureus
formosus_caligo_gravis_9737ea6e.jpg,aureus
memoria_vigor_fulgor_6e2240ea.jpg,aureus
scientia_fortitudo_meritum_8ccd4cd5.jpg,aureus
constantia_gloria_concordia_24888a93.jpg,aureus
imber_probitas_levis_082548d5.jpg,aureus
aura_imber_claritas_1a687d41.jpg,aureus
tempus_libertas_ignis_4f6cbcec.jpg,aureus
mens_amor_verus_ea9175d6.jpg,aureus
veritas_lex_caligo_5a70c5ec.jpg,aureus
aqua_levis_corpus_09e99624.jpg,aureus
aer_luna_imber_eda8dda2.jpg,aureus
caligo_figura_libertas_c5ba8eeb.jpg,aureus
corpus_celeritas_decorus_f9cef8e4.jpg,roman
concordia_ignobilis_altus_18b60b45.jpg,roman
aer_tempus_verbum_250d7507.jpg,roman
lex_stella_regnum_2b4c40ad.jpg,roman
figura_color_gravis_a9e6a0d8.jpg,roman
memoria_imber_ordo_9faaaf13.jpg,roman
tempestas_veritas_gravis_6c02f8b8.jpg,roman
natura_flos_vigor_a116b4bf.jpg,roman
corpus_anima_dexteritas_2de70409.jpg,roman
color_sonus_imber_dbedbdca.jpg,roman
ars_figura_fides_42994fef.jpg,roman
altus_color_herba_4ee4a47f.jpg,roman
imber_figura_mors_ed8725c5.jpg,roman
celeritas_fides_meritum_cff24324.jpg,roman
ordo_veritas_flos_c5fe3154.jpg,roman
voluntas_flos_sensus_01653460.jpg,roman
ventus_voluptas_celeritas_034eed7e.jpg,roman
honor_ordo_ars_3db56a15.jpg,roman
nubes_ordo_ars_111e7a59.jpg,roman
dexteritas_sol_pax_67d5c194.jpg,roman
terra_voluptas_tempus_0cf250c9.jpg,roman
fortitudo_imber_pax_9afe0cf6.jpg,roman
nubes_dexteritas_altus_f6174d0b.jpg,roman
fortuna_color_ars_5759f3ee.jpg,roman
meritum_ratio_flos_3822845d.jpg,roman
concordia_corpus_amor_cb27c629.jpg,roman
sol_terra_fortitudo_7799dfd8.jpg,roman
aura_amor_color_772827e7.jpg,roman
sapientia_gemma_bellum_182525bf.jpg,roman
caligo_honor_fama_06c71cd3.jpg,roman
anima_salus_sol_4028c5a5.jpg,roman
color_cor_sonus_ec5f5982.jpg,roman
triumphus_amicitia_spiritus_3071abc6.jpg,roman
fortitudo_aer_corpus_f80f076a.jpg,roman
corpus_aer_tempus_af5bf99d.jpg,roman
arbor_gemma_anima_36bf05f1.jpg,roman
fortitudo_formosus_constantia_76e24dc1.jpg,roman
lex_probitas_chorus_d15a13c1.jpg,roman
dexteritas_levis_statera_defe2cbe.jpg,roman
anima_bellum_oratio_f5655878.jpg,roman
lux_flos_victoria_101fcf91.jpg,roman
libertas_honestas_figura_52c2da54.jpg,roman
spiritus_verbum_constantia_255413ba.jpg,roman
altus_ratio_fulgor_e0254d18.jpg,roman
gravis_gloria_pulcher_b2dbec2d.jpg,roman
amicitia_serenus_tempus_da00b171.jpg,roman
concordia_lux_tempestas_0bc656a5.jpg,roman
ignis_serenus_meritum_f04b55db.jpg,roman
lex_amicitia_flamma_f08e1d4d.jpg,roman
ignis_aura_meritum_7d31f5c5.jpg,roman
lex_dignitas_aura_2fa30d55.jpg,roman
gloria_vita_amicitia_8d25279f.jpg,roman
ventus_fulgor_verbum_c5261e2f.jpg,roman
imber_color_ars_0f3bb56c.jpg,roman
formosus_lux_luna_25a7ac35.jpg,roman
mors_voluntas_clarus_01fe6a07.jpg,roman
fides_flamma_prudentia_39ec9c31.jpg,roman
sol_cor_ignobilis_9f75ae40.jpg,roman
vita_tempestas_labor_439feae8.jpg,roman
ventus_sensus_fides_371edcf5.jpg,roman
bellum_nobilitas_anima_8dd91bf6.jpg,roman
dexteritas_prudentia_honestas_307661f9.jpg,roman
gloria_imago_salus_dbed2397.jpg,roman
nobilitas_sonus_pluvia_2abc161c.jpg,roman
aqua_fortitudo_clarus_b7aab375.jpg,roman
ignobilis_tempus_vita_4333e8ef.jpg,roman
ratio_tempus_labor_bec6f4be.jpg,roman
vigor_triumphus_dexteritas_42e6ee2f.jpg,roman
vigor_ignobilis_labor_30ec7a07.jpg,roman
stella_meritum_imber_79cbfd27.jpg,roman
anima_constantia_sapor_8a0e925d.jpg,roman
claritas_figura_luna_f7aafec5.jpg,roman
fortitudo_ignobilis_arbor_ad63ef2a.jpg,roman
ventus_umbra_cantus_a7cebd48.jpg,roman
lex_celeritas_ordo_5c97d6e5.jpg,roman
sonus_victoria_tempestas_da613015.jpg,roman
sapor_amicitia_constantia_8563b2df.jpg,roman
amicitia_probitas_honor_1da65539.jpg,roman
constantia_herba_cantus_e7bac683.jpg,roman
fides_virtus_amicitia_9175d363.jpg,roman
natura_gravis_pax_757950cf.jpg,roman
labor_meritum_umbra_6d42d74f.jpg,roman
herba_fides_natura_507b90e9.jpg,roman
clarus_sonus_ignis_c4fd1d8d.jpg,roman
natura_iustitia_lux_cbe37d42.jpg,roman
ratio_fides_nubes_ce43f558.jpg,roman
fortitudo_voluntas_aura_6813d62b.jpg,roman
lex_prudentia_pluvia_f0505a9f.jpg,roman
caelum_oratio_arbor_3eda6e92.jpg,roman
amicitia_fides_ars_00e9ff59.jpg,roman
fides_nubes_triumphus_75d3c5f4.jpg,roman
audacia_verbum_clarus_af152c3a.jpg,roman
prudentia_ventus_chorus_66dabe8e.jpg,roman
gloria_luna_nix_c27d05a4.jpg,roman
nix_mors_dignitas_bdf5fa58.jpg,roman
celeritas_gemma_serenus_78ef6d50.jpg,roman
tempestas_ventus_sensus_80d96764.jpg,roman
gemma_probitas_dignitas_a90078c3.jpg,roman
meritum_gemma_arbor_d56351da.jpg,roman
celeritas_sapor_mens_ece7c4d7.jpg,roman
vita_oratio_victoria_97a5a76c.jpg,roman
memoria_ignis_pulcher_860c8e4f.jpg,roman
gemma_flamma_probitas_e8b7a540.jpg,roman
terra_regnum_sonus_673af8ff.jpg,roman
pulcher_figura_triumphus_b177a0e4.jpg,roman
audacia_bellum_claritas_bc33ca1f.jpg,roman
audacia_claritas_mors_734d7d4f.jpg,roman
memoria_oratio_umbra_2dcb07a2.jpg,roman
meritum_amor_ordo_7fbd9f1e.jpg,roman
color_lux_gemma_1c5dbdac.jpg,roman
sol_umbra_natura_e2e75055.jpg,roman
gemma_altus_salus_b38201db.jpg,roman
flamma_arbor_sapor_f3d8b912.jpg,roman
veritas_scientia_sapor_0eab1e93.jpg,roman
furor_regnum_dignitas_6f2eccec.jpg,roman
voluntas_corpus_nix_89c7d485.jpg,roman
natura_amicitia_honor_d8e73d58.jpg,roman
furor_celeritas_scientia_5f2fdb1a.jpg,roman
meritum_tempus_flamma_7f9d1dea.jpg,roman
spiritus_ignobilis_caligo_78fa3790.jpg,roman
verus_probitas_mors_879db88f.jpg,roman
mors_sonus_statera_9d81430c.jpg,roman
clarus_gloria_chorus_09e98a8a.jpg,roman
lex_tempus_regnum_f6f2cc0b.jpg,roman
ignobilis_nix_serenus_57e9e190.jpg,roman
claritas_vigor_triumphus_d1758df4.jpg,roman
verus_triumphus_pulcher_b61cf9ce.jpg,roman
fulgor_nobilitas_altus_0a2751eb.jpg,roman
regnum_labor_amor_0f966587.jpg,roman
pax_regnum_chorus_a8fec779.jpg,roman
altus_flamma_corpus_1310c27c.jpg,cicero
ventus_tempestas_caelum_ef41d618.jpg,cicero
spes_spiritus_triumphus_947453bf.jpg,cicero
fortuna_fama_ars_c9ed9635.jpg,cicero
gemma_caelum_flamma_8595d81b.jpg,cicero
fortuna_aqua_scientia_6ef3aaeb.jpg,cicero
ventus_virtus_fortis_0c9a3e7c.jpg,cicero
altus_ordo_arbor_3eea596e.jpg,cicero
clarus_aura_victoria_69a41ca9.jpg,cicero
tempestas_scientia_furor_02e5ebc3.jpg,cicero
ars_spiritus_nix_d5350682.jpg,cicero
iustitia_spiritus_meritum_2d5613dd.jpg,cicero
decorus_corpus_constantia_394becad.jpg,cicero
aer_sapientia_caligo_8ff8067b.jpg,cicero
furor_ventus_labor_64ef6484.jpg,cicero
flamma_spes_formosus_258541ef.jpg,cicero
lux_imber_salus_9fd33a03.jpg,cicero
audacia_sapientia_fortis_0f7b6623.jpg,cicero
regnum_fama_corpus_1d379e59.jpg,cicero
herba_umbra_pluvia_fd61c084.jpg,cicero
sonus_nobilitas_gloria_71149b6e.jpg,cicero
vigor_verus_fides_8ee1f2b1.jpg,cicero
voluptas_spiritus_ratio_e15d16e4.jpg,cicero
concordia_benignus_meritum_953ed7b7.jpg,cicero
audacia_ordo_honor_2e1912f0.jpg,cicero
ignobilis_sapor_celeritas_488e6a96.jpg,cicero
umbra_sol_salus_eeb9a545.jpg,cicero
cantus_nix_fulgor_2efeddd8.jpg,cicero
statera_lex_mors_77cc3374.jpg,cicero
tempestas_constantia_formosus_a8e379fd.jpg,cicero
memoria_pax_audacia_9ffe4703.jpg,cicero
nubes_imago_ignis_4a9fba18.jpg,cicero
audacia_oratio_tempestas_e48fd69a.jpg,cicero
aqua_memoria_concordia_3ac81393.jpg,cicero
scientia_terra_aura_530b9381.jpg,cicero
scientia_fortitudo_caelum_f911ec7c.jpg,cicero
gemma_clarus_formosus_f28c2efe.jpg,cicero
lux_furor_bellum_8903b797.jpg,cicero
amicitia_spiritus_dexteritas_e6240629.jpg,cicero
arbor_benignus_tempus_a393df22.jpg,cicero
vita_labor_decorus_7a65cf79.jpg,cicero
imber_fortuna_fides_f8f8f335.jpg,cicero
fortitudo_verbum_levis_4e902fbf.jpg,cicero
tempus_salus_terra_a11c6507.jpg,cicero
honor_ignis_mors_245eb4c5.jpg,cicero
nix_libertas_triumphus_1deb187f.jpg,cicero
corpus_anima_spiritus_8ec2591f.jpg,cicero
natura_bellum_vita_6294c2ab.jpg,cicero
sonus_oratio_honor_09f4d0f6.jpg,cicero
memoria_sonus_altus_24a507ab.jpg,cicero
formosus_figura_iustitia_8acda6fd.jpg,cicero
aura_fortitudo_tempus_c9295a12.jpg,cicero
ventus_aer_sonus_834f2462.jpg,cicero
imperium_chorus_sensus_369b1ce5.jpg,cicero
iustitia_mors_amicitia_921d5f24.jpg,cicero
formosus_pax_aer_4fa05b5e.jpg,cicero
scientia_dignitas_triumphus_593fe144.jpg,cicero
fides_veritas_victoria_f6a1ff57.jpg,cicero
voluptas_ignobilis_nix_b8ddbcb2.jpg,cicero
sensus_salus_triumphus_069a49ce.jpg,cicero
statera_chorus_triumphus_2bf36b3f.jpg,cicero
victoria_vita_serenus_9c4c16f0.jpg,cicero
probitas_dignitas_anima_5b4dfccb.jpg,cicero
victoria_probitas_clarus_e5f59982.jpg,cicero
imperium_pluvia_libertas_6d57c734.jpg,cicero
terra_natura_serenus_d5fbd0b9.jpg,cicero
aqua_oratio_constantia_d0a167f1.jpg,cicero
dexteritas_sensus_formosus_e545efd7.jpg,cicero
bellum_claritas_pax_4ede9c70.jpg,cicero
dignitas_veritas_claritas_1d9f40fc.jpg,cicero
fides_benignus_altus_8690861c.jpg,cicero
natura_fides_cor_483e516c.jpg,cicero
constantia_aqua_ignobilis_6eb3b978.jpg,cicero
constantia_probitas_anima_9de9610a.jpg,cicero
lux_flos_ignobilis_2ed591fb.jpg,cicero
scientia_fama_celeritas_7dae04e6.jpg,cicero
imber_voluntas_altus_ed2b16b5.jpg,cicero
honestas_cantus_ratio_4b34afd7.jpg,cicero
aura_meritum_lex_867f6b03.jpg,cicero
honestas_imperium_natura_5534d4ee.jpg,cicero
aura_nubes_prudentia_21f44a24.jpg,cicero
sonus_probitas_color_c352fa89.jpg,cicero
libertas_clarus_virtus_7b116b54.jpg,cicero
sapor_ignobilis_lex_28a46494.jpg,cicero
corpus_regnum_serenus_31d10a01.jpg,cicero
herba_voluptas_terra_62b09496.jpg,cicero
altus_mors_spes_e9da6bb9.jpg,cicero
mens_aura_ratio_cc20e3be.jpg,cicero
ordo_concordia_pluvia_75eeb52f.jpg,cicero
flos_pulcher_memoria_aaeb107a.jpg,cicero
tempus_honor_ignis_8251a710.jpg,cicero
tempestas_mors_herba_1051f07b.jpg,cicero
sensus_luna_fortitudo_10363bd3.jpg,cicero
amor_natura_terra_8c120b19.jpg,cicero
anima_veritas_probitas_636c4c6b.jpg,cicero
memoria_gloria_figura_ab826888.jpg,cicero
serenus_color_constantia_e1c7027c.jpg,cicero
fortuna_decorus_spes_6a6f6e63.jpg,cicero
prudentia_pulcher_victoria_72dce9c5.jpg,cicero
verus_statera_furor_d2704fac.jpg,cicero
spiritus_caelum_fides_509d0126.jpg,cicero
natura_color_audacia_5b8b3395.jpg,cicero
natura_sol_imber_dcb6aa26.jpg,cicero
sol_natura_honor_72ec0ec6.jpg,cicero
meritum_ignis_dignitas_f84532e3.jpg,cicero
audacia_memoria_amor_ad6cad28.jpg,cicero
sapor_ignobilis_memoria_fbd059f1.jpg,cicero
figura_honestas_amor_78e703b5.jpg,cicero
caligo_voluptas_gloria_f4c53686.jpg,cicero
ignis_arbor_tempestas_9fae5d60.jpg,cicero
cor_pax_fortuna_5c4f9833.jpg,cicero
probitas_regnum_nobilitas_8daecdd9.jpg,cicero
flamma_imperium_caligo_a629ced9.jpg,cicero
prudentia_fortitudo_altus_b8d44154.jpg,cicero
voluptas_fortuna_audacia_d3b470ff.jpg,cicero
corpus_triumphus_decorus_4b83aa22.jpg,cicero
levis_triumphus_herba_b34081d8.jpg,cicero
fulgor_audacia_voluptas_3e79e76c.jpg,cicero
regnum_sol_fortitudo_8b05113e.jpg,cicero
chorus_pluvia_ordo_130001f6.jpg,cicero
memoria_fortis_scientia_7c229e50.jpg,cicero
ars_serenus_color_553ef168.jpg,cicero
ignis_lex_fortis_e6e7943d.jpg,cicero
honestas_audacia_prudentia_ffb2bdcc.jpg,cicero
nobilitas_spiritus_ratio_a126d495.jpg,cicero
tempestas_formosus_prudentia_6ebdc513.jpg,cicero
voluptas_flamma_pulcher_2ccee0d2.jpg,cicero
scientia_dignitas_audacia_4e9d855d.jpg,cicero
natura_sensus_pulcher_51a3222d.jpg,cicero
honor_dignitas_fortuna_cd1c5691.jpg,cicero
imago_aqua_tempus_6d67f4f6.jpg,cicero
nix_natura_caligo_acc5cb91.jpg,cicero
dexteritas_imber_flamma_bbf13804.jpg,cicero
caligo_nubes_gloria_d84595ab.jpg,cicero
pulcher_gemma_labor_7fd0dcf6.jpg,cicero
ars_decorus_sonus_b8248b08.jpg,cicero
levis_fortuna_corpus_f74327c9.jpg,colosseum
sol_meritum_ignis_106cfe31.jpg,colosseum
statera_sapientia_cantus_3e03739b.jpg,colosseum
fortis_natura_sol_14a1042c.jpg,colosseum
audacia_lex_spiritus_069ff7c3.jpg,colosseum
levis_chorus_concordia_a7272dc8.jpg,colosseum
vita_vigor_serenus_72b5b884.jpg,colosseum
herba_imber_flos_b39b41e1.jpg,colosseum
levis_vigor_bellum_cc9d284a.jpg,colosseum
natura_amor_gemma_d7c9970f.jpg,colosseum
